Row_Number,City_Name,City_Canonical_Name,Lat_Lon,Start_Time,End_Time,Temperature,Pressure,Humidity,Weather_ID
303461,Magnolia Center,"Magnolia Center,California,United States","33.9535,-117.39744",1394679600,1394690399,287.16,926.96,35,800
303462,Magnolia Center,"Magnolia Center,California,United States","33.9535,-117.39744",1394690400,1394701199,281.58,927.46,44,800
303463,Magnolia Center,"Magnolia Center,California,United States","33.9535,-117.39744",1394701200,1394711999,278.96,926.76,55,800
303464,Magnolia Center,"Magnolia Center,California,United States","33.9535,-117.39744",1394712000,1394722799,277.32,925.91,54,800
303465,Downtown Riverside,"Downtown Riverside,California,United States","33.98436,-117.37977",1394679600,1394690399,287.16,926.96,35,800
303466,Downtown Riverside,"Downtown Riverside,California,United States","33.98436,-117.37977",1394690400,1394701199,281.58,927.46,44,800
303467,Downtown Riverside,"Downtown Riverside,California,United States","33.98436,-117.37977",1394701200,1394711999,278.96,926.76,55,800
303468,Downtown Riverside,"Downtown Riverside,California,United States","33.98436,-117.37977",1394712000,1394722799,277.32,925.91,54,800
303469,Strong,"Strong,New York,United States","44.80756,-70.220901",1394679600,1394690399,264.26,983.37,85,601
303470,Strong,"Strong,New York,United States","44.80756,-70.220901",1394690400,1394701199,262.27,980.88,77,601
303471,Strong,"Strong,New York,United States","44.80756,-70.220901",1394701200,1394711999,260.73,979.86,72,601
303472,Strong,"Strong,New York,United States","44.80756,-70.220901",1394712000,1394722799,259.83,982.4,71,601
303473,Park Avenue,"Park Avenue,New York,United States","44.28861,-76.02521",1394679600,1394690399,261.15,997.72,65,601
303474,Park Avenue,"Park Avenue,New York,United States","44.28861,-76.02521",1394690400,1394701199,259.97,999.12,61,600
303475,Park Avenue,"Park Avenue,New York,United States","44.28861,-76.02521",1394701200,1394711999,258.95,999.63,61,600
303476,Park Avenue,"Park Avenue,New York,United States","44.28861,-76.02521",1394712000,1394722799,258.06,1002.26,60,600
303477,Med Center,"Med Center,California,United States","38.55444,-121.45999",1394679600,1394690399,288.66,1016.36,45,800
303478,Med Center,"Med Center,California,United States","38.55444,-121.45999",1394690400,1394701199,283.95,1017.61,44,800
303479,Med Center,"Med Center,California,United States","38.55444,-121.45999",1394701200,1394711999,281.89,1017.71,46,800
303480,Med Center,"Med Center,California,United States","38.55444,-121.45999",1394712000,1394722799,279.71,1017.34,60,800
303481,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394679600,1394690399,288.66,1016.36,45,800
303482,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394690400,1394701199,283.95,1017.61,44,800
303483,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394701200,1394711999,281.89,1017.71,46,800
303484,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394712000,1394722799,279.71,1017.34,60,800
303485,Midtown,"Midtown,California,United States","35.87952,-84.564102",1394679600,1394690399,272.71,989.13,51,801
303486,Midtown,"Midtown,California,United States","35.87952,-84.564102",1394690400,1394701199,269.77,991.66,48,800
303487,Midtown,"Midtown,California,United States","35.87952,-84.564102",1394701200,1394711999,268.43,992.91,54,800
303488,Midtown,"Midtown,California,United States","35.87952,-84.564102",1394712000,1394722799,267.47,995.21,52,800
303489,Campus Commons,"Campus Commons,California,United States","38.56778,-121.41569",1394679600,1394690399,288.66,1016.36,45,800
303490,Campus Commons,"Campus Commons,California,United States","38.56778,-121.41569",1394690400,1394701199,283.95,1017.61,44,800
303491,Campus Commons,"Campus Commons,California,United States","38.56778,-121.41569",1394701200,1394711999,281.89,1017.71,46,800
303492,Campus Commons,"Campus Commons,California,United States","38.56778,-121.41569",1394712000,1394722799,279.71,1017.34,60,800
303493,Downtown,"Downtown,Minnesota,United States","44.94961,-93.0934",1394679600,1394690399,266.92,995.21,55,800
303494,Downtown,"Downtown,Minnesota,United States","44.94961,-93.0934",1394690400,1394701199,269.83,993.53,69,800
303495,Downtown,"Downtown,Minnesota,United States","44.94961,-93.0934",1394701200,1394711999,271.84,991.04,79,800
303496,Downtown,"Downtown,Minnesota,United States","44.94961,-93.0934",1394712000,1394722799,274.49,989.05,79,800
303497,Rio Grande,"Rio Grande,Utah,United States","39.014561,-74.881561",1394679600,1394690399,274.16,1001.77,77,501
303498,Rio Grande,"Rio Grande,Utah,United States","39.014561,-74.881561",1394690400,1394701199,268.87,1007.23,98,800
303499,Rio Grande,"Rio Grande,Utah,United States","39.014561,-74.881561",1394701200,1394711999,267.04,1011.79,100,800
303500,Rio Grande,"Rio Grande,Utah,United States","39.014561,-74.881561",1394712000,1394722799,266.24,1016.61,100,801
303501,Central City,"Central City,Utah,United States","38.548939,-89.127007",1394679600,1394690399,272.81,1017.5,62,800
303502,Central City,"Central City,Utah,United States","38.548939,-89.127007",1394690400,1394701199,270.37,1018.42,75,800
303503,Central City,"Central City,Utah,United States","38.548939,-89.127007",1394701200,1394711999,267.23,1018.6,86,800
303504,Central City,"Central City,Utah,United States","38.548939,-89.127007",1394712000,1394722799,265.23,1019.78,82,800
303505,Downtown,"Downtown,Texas,United States","29.42651,-98.48858",1394679600,1394690399,282.12,1012.64,32,800
303506,Downtown,"Downtown,Texas,United States","29.42651,-98.48858",1394690400,1394701199,279.4,1014.2,38,800
303507,Downtown,"Downtown,Texas,United States","29.42651,-98.48858",1394701200,1394711999,275.93,1014.79,48,800
303508,Downtown,"Downtown,Texas,United States","29.42651,-98.48858",1394712000,1394722799,273.3,1015.07,58,800
303509,Crownhill Park,"Crownhill Park,Texas,United States","29.52428,-98.48866",1394679600,1394690399,282.12,1012.64,32,800
303510,Crownhill Park,"Crownhill Park,Texas,United States","29.52428,-98.48866",1394690400,1394701199,279.4,1014.2,38,800
303511,Crownhill Park,"Crownhill Park,Texas,United States","29.52428,-98.48866",1394701200,1394711999,275.93,1014.79,48,800
303512,Crownhill Park,"Crownhill Park,Texas,United States","29.52428,-98.48866",1394712000,1394722799,273.3,1015.07,58,800
303513,Tobin Hill,"Tobin Hill,Texas,United States","29.44595,-98.48636",1394679600,1394690399,282.12,1012.64,32,800
303514,Tobin Hill,"Tobin Hill,Texas,United States","29.44595,-98.48636",1394690400,1394701199,279.4,1014.2,38,800
303515,Tobin Hill,"Tobin Hill,Texas,United States","29.44595,-98.48636",1394701200,1394711999,275.93,1014.79,48,800
303516,Tobin Hill,"Tobin Hill,Texas,United States","29.44595,-98.48636",1394712000,1394722799,273.3,1015.07,58,800
303517,Financial District,"Financial District,California,United States","37.79578,-122.40048",1394679600,1394690399,290.31,1022.28,58,800
303518,Financial District,"Financial District,California,United States","37.79578,-122.40048",1394690400,1394701199,287.28,1022.79,68,800
303519,Financial District,"Financial District,California,United States","37.79578,-122.40048",1394701200,1394711999,286.05,1022,72,800
303520,Financial District,"Financial District,California,United States","37.79578,-122.40048",1394712000,1394722799,284.87,1021.48,76,800
303521,South Beach,"South Beach,California,United States","27.591141,-80.344223",1394679600,1394690399,292.87,1022.93,92,804
303522,South Beach,"South Beach,California,United States","27.591141,-80.344223",1394690400,1394701199,290.97,1023.93,99,800
303523,South Beach,"South Beach,California,United States","27.591141,-80.344223",1394701200,1394711999,290.17,1024.68,100,802
303524,South Beach,"South Beach,California,United States","27.591141,-80.344223",1394712000,1394722799,289.31,1028.12,90,800
303525,Civic Center,"Civic Center,California,United States","37.95941,-121.29026",1394679600,1394690399,287.75,1016.36,45,800
303526,Civic Center,"Civic Center,California,United States","37.95941,-121.29026",1394690400,1394701199,283.08,1017.61,44,800
303527,Civic Center,"Civic Center,California,United States","37.95941,-121.29026",1394701200,1394711999,281.07,1017.71,46,800
303528,Civic Center,"Civic Center,California,United States","37.95941,-121.29026",1394712000,1394722799,278.94,1017.34,60,800
303529,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394679600,1394690399,288.66,1016.36,45,800
303530,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394690400,1394701199,283.95,1017.61,44,800
303531,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394701200,1394711999,281.89,1017.71,46,800
303532,Downtown,"Downtown,California,United States","38.57903,-121.49994",1394712000,1394722799,279.71,1017.34,60,800
303533,Northsight,"Northsight,Arizona,United States","33.61163,-111.89208",1394679600,1394690399,291.48,943.9,24,802
303534,Northsight,"Northsight,Arizona,United States","33.61163,-111.89208",1394690400,1394701199,291.16,944.57,25,801
303535,Northsight,"Northsight,Arizona,United States","33.61163,-111.89208",1394701200,1394711999,289.59,944.27,25,801
303536,Northsight,"Northsight,Arizona,United States","33.61163,-111.89208",1394712000,1394722799,287.06,943.66,28,800
303537,Central Business District,"Central Business District,Washington,United States","47.60864,-122.32679",1394679600,1394690399,283.06,1024.47,83,800
303538,Central Business District,"Central Business District,Washington,United States","47.60864,-122.32679",1394690400,1394701199,280.14,1024.09,88,800
303539,Central Business District,"Central Business District,Washington,United States","47.60864,-122.32679",1394701200,1394711999,278.42,1023.95,91,801
303540,Central Business District,"Central Business District,Washington,United States","47.60864,-122.32679",1394712000,1394722799,277.73,1022.77,93,802
303541,Downtown,"Downtown,Washington,United States","48.74824,-122.48145",1394679600,1394690399,281.15,1010.12,89,800
303542,Downtown,"Downtown,Washington,United States","48.74824,-122.48145",1394690400,1394701199,279.07,1009.9,95,804
303543,Downtown,"Downtown,Washington,United States","48.74824,-122.48145",1394701200,1394711999,279.99,1009.36,90,803
303544,Downtown,"Downtown,Washington,United States","48.74824,-122.48145",1394712000,1394722799,279.39,1008.51,92,803
303545,Belltown,"Belltown,Washington,United States","47.61561,-122.34439",1394679600,1394690399,283.06,1024.47,83,800
303546,Belltown,"Belltown,Washington,United States","47.61561,-122.34439",1394690400,1394701199,280.14,1024.09,88,800
303547,Belltown,"Belltown,Washington,United States","47.61561,-122.34439",1394701200,1394711999,278.42,1023.95,91,801
303548,Belltown,"Belltown,Washington,United States","47.61561,-122.34439",1394712000,1394722799,277.73,1022.77,93,802
303549,Downtown,"Downtown,Illinois,United States","42.27077,-89.09328",1394679600,1394690399,265.94,1001.29,78,800
303550,Downtown,"Downtown,Illinois,United States","42.27077,-89.09328",1394690400,1394701199,262.81,1001.39,74,800
303551,Downtown,"Downtown,Illinois,United States","42.27077,-89.09328",1394701200,1394711999,261.44,1000.93,63,800
303552,Downtown,"Downtown,Illinois,United States","42.27077,-89.09328",1394712000,1394722799,262.45,1000.4,57,800
303553,Old Aristocracy Hill,"Old Aristocracy Hill,Illinois,United States","39.79287,-89.64855",1394679600,1394690399,271.15,1012.07,97,600
303554,Old Aristocracy Hill,"Old Aristocracy Hill,Illinois,United States","39.79287,-89.64855",1394690400,1394701199,269.18,1012.66,95,802
303555,Old Aristocracy Hill,"Old Aristocracy Hill,Illinois,United States","39.79287,-89.64855",1394701200,1394711999,266.72,1012.93,92,800
303556,Old Aristocracy Hill,"Old Aristocracy Hill,Illinois,United States","39.79287,-89.64855",1394712000,1394722799,265,1013.78,85,800
303557,Oak Ridge,"Oak Ridge,Illinois,United States","36.010361,-84.269638",1394679600,1394690399,274.59,977.62,62,802
303558,Oak Ridge,"Oak Ridge,Illinois,United States","36.010361,-84.269638",1394690400,1394701199,271.47,979.91,54,800
303559,Oak Ridge,"Oak Ridge,Illinois,United States","36.010361,-84.269638",1394701200,1394711999,269.81,981.15,61,800
303560,Oak Ridge,"Oak Ridge,Illinois,United States","36.010361,-84.269638",1394712000,1394722799,268.53,983.62,56,800
303561,Downtown,"Downtown,Missouri,United States","29.61797,-95.53601",1394679600,1394690399,284.82,1035.17,37,800
303562,Downtown,"Downtown,Missouri,United States","29.61797,-95.53601",1394690400,1394701199,282.56,1036.9,39,800
303563,Downtown,"Downtown,Missouri,United States","29.61797,-95.53601",1394701200,1394711999,280.05,1037.73,45,800
303564,Downtown,"Downtown,Missouri,United States","29.61797,-95.53601",1394712000,1394722799,276.88,1038.99,58,800
303565,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394679600,1394690399,292.55,1021.87,95,803
303566,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394690400,1394701199,292.61,1023.04,87,804
303567,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394701200,1394711999,291.07,1024.44,76,500
303568,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394712000,1394722799,285.92,1028.45,64,800
303569,Historic Uptown,"Historic Uptown,Florida,United States","29.90251,-81.3204",1394679600,1394690399,290.15,1020.66,83,800
303570,Historic Uptown,"Historic Uptown,Florida,United States","29.90251,-81.3204",1394690400,1394701199,290.09,1022.15,84,801
303571,Historic Uptown,"Historic Uptown,Florida,United States","29.90251,-81.3204",1394701200,1394711999,285.78,1025.73,69,800
303572,Historic Uptown,"Historic Uptown,Florida,United States","29.90251,-81.3204",1394712000,1394722799,281.81,1029.75,71,800
303573,Hilltop,"Hilltop,Washington,United States","47.55579,-122.1428",1394679600,1394690399,283.45,1024.47,83,800
303574,Hilltop,"Hilltop,Washington,United States","47.55579,-122.1428",1394690400,1394701199,280.51,1024.09,88,800
303575,Hilltop,"Hilltop,Washington,United States","47.55579,-122.1428",1394701200,1394711999,278.77,1023.95,91,801
303576,Hilltop,"Hilltop,Washington,United States","47.55579,-122.1428",1394712000,1394722799,278.06,1022.77,93,802
303577,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394679600,1394690399,292.55,1021.87,95,803
303578,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394690400,1394701199,292.61,1023.04,87,804
303579,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394701200,1394711999,291.07,1024.44,76,500
303580,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394712000,1394722799,285.92,1028.45,64,800
303581,Downtown,"Downtown,Oklahoma,United States","35.477,-97.50654",1394679600,1394690399,278.3,997.96,54,800
303582,Downtown,"Downtown,Oklahoma,United States","35.477,-97.50654",1394690400,1394701199,275.42,998.23,62,800
303583,Downtown,"Downtown,Oklahoma,United States","35.477,-97.50654",1394701200,1394711999,275.5,997.61,58,800
303584,Downtown,"Downtown,Oklahoma,United States","35.477,-97.50654",1394712000,1394722799,274.02,997.32,64,800
303585,Esther Short,"Esther Short,Washington,United States","45.62882,-122.67657",1394679600,1394690399,282.58,1002.02,89,800
303586,Esther Short,"Esther Short,Washington,United States","45.62882,-122.67657",1394690400,1394701199,278.2,1001.88,88,800
303587,Esther Short,"Esther Short,Washington,United States","45.62882,-122.67657",1394701200,1394711999,276.82,1001.42,85,802
303588,Esther Short,"Esther Short,Washington,United States","45.62882,-122.67657",1394712000,1394722799,275.98,1000.48,82,801
303589,Bagley Downs,"Bagley Downs,Washington,United States","45.64447,-122.61678",1394679600,1394690399,282.51,1002.02,89,800
303590,Bagley Downs,"Bagley Downs,Washington,United States","45.64447,-122.61678",1394690400,1394701199,278.13,1001.88,88,800
303591,Bagley Downs,"Bagley Downs,Washington,United States","45.64447,-122.61678",1394701200,1394711999,276.76,1001.42,85,802
303592,Bagley Downs,"Bagley Downs,Washington,United States","45.64447,-122.61678",1394712000,1394722799,275.92,1000.48,82,801
303593,Poinciana Park,"Poinciana Park,Florida,United States","26.09604,-80.13917",1394679600,1394690399,296.99,1023.82,91,801
303594,Poinciana Park,"Poinciana Park,Florida,United States","26.09604,-80.13917",1394690400,1394701199,295.71,1024.5,93,800
303595,Poinciana Park,"Poinciana Park,Florida,United States","26.09604,-80.13917",1394701200,1394711999,293.24,1025.49,97,802
303596,Poinciana Park,"Poinciana Park,Florida,United States","26.09604,-80.13917",1394712000,1394722799,293,1027.88,92,804
303597,Victoria Park,"Victoria Park,Florida,United States","30.41035,-86.75187",1394679600,1394690399,281.82,1026.09,70,800
303598,Victoria Park,"Victoria Park,Florida,United States","30.41035,-86.75187",1394690400,1394701199,279.38,1028.79,70,800
303599,Victoria Park,"Victoria Park,Florida,United States","30.41035,-86.75187",1394701200,1394711999,277.64,1030.76,72,800
303600,Victoria Park,"Victoria Park,Florida,United States","30.41035,-86.75187",1394712000,1394722799,276.39,1033.39,76,800
303601,Harbordale,"Harbordale,Florida,United States","29.11968,-80.97615",1394679600,1394690399,290.15,1021.39,95,800
303602,Harbordale,"Harbordale,Florida,United States","29.11968,-80.97615",1394690400,1394701199,289.93,1022.79,97,800
303603,Harbordale,"Harbordale,Florida,United States","29.11968,-80.97615",1394701200,1394711999,287.66,1025.73,100,800
303604,Harbordale,"Harbordale,Florida,United States","29.11968,-80.97615",1394712000,1394722799,284.27,1029.99,100,800
303605,Coral Ridge Country Club,"Coral Ridge Country Club,Florida,United States","26.18059,-80.10952",1394679600,1394690399,296.84,1023.82,91,801
303606,Coral Ridge Country Club,"Coral Ridge Country Club,Florida,United States","26.18059,-80.10952",1394690400,1394701199,295.57,1024.5,93,800
303607,Coral Ridge Country Club,"Coral Ridge Country Club,Florida,United States","26.18059,-80.10952",1394701200,1394711999,293.1,1025.49,97,802
303608,Coral Ridge Country Club,"Coral Ridge Country Club,Florida,United States","26.18059,-80.10952",1394712000,1394722799,292.87,1027.88,92,804
303609,Oak View,"Oak View,California,United States","34.400002,-119.30011",1394679600,1394690399,287.72,1010.85,78,800
303610,Oak View,"Oak View,California,United States","34.400002,-119.30011",1394690400,1394701199,287.23,1011.44,76,800
303611,Oak View,"Oak View,California,United States","34.400002,-119.30011",1394701200,1394711999,286.14,1011.14,84,800
303612,Oak View,"Oak View,California,United States","34.400002,-119.30011",1394712000,1394722799,284.59,1010.86,95,800
303613,Tenney-Lapham,"Tenney-Lapham,Wisconsin,United States","43.08968,-89.3728",1394679600,1394690399,264.29,999.1,63,800
303614,Tenney-Lapham,"Tenney-Lapham,Wisconsin,United States","43.08968,-89.3728",1394690400,1394701199,261.55,999.12,51,800
303615,Tenney-Lapham,"Tenney-Lapham,Wisconsin,United States","43.08968,-89.3728",1394701200,1394711999,262.16,998.26,47,800
303616,Tenney-Lapham,"Tenney-Lapham,Wisconsin,United States","43.08968,-89.3728",1394712000,1394722799,262.85,997.32,53,800
303617,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394679600,1394690399,292.55,1021.87,95,803
303618,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394690400,1394701199,292.61,1023.04,87,804
303619,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394701200,1394711999,291.07,1024.44,76,500
303620,Downtown,"Downtown,Florida,United States","27.94824,-82.45527",1394712000,1394722799,285.92,1028.45,64,800
303621,Wakefield,"Wakefield,Arizona,United States","42.506481,-71.07283",1394679600,1394690399,275.19,984.91,97,501
303622,Wakefield,"Wakefield,Arizona,United States","42.506481,-71.07283",1394690400,1394701199,273.49,983.56,100,501
303623,Wakefield,"Wakefield,Arizona,United States","42.506481,-71.07283",1394701200,1394711999,268.19,987.23,91,500
303624,Wakefield,"Wakefield,Arizona,United States","42.506481,-71.07283",1394712000,1394722799,264.73,992.38,74,600
303625,Downtown,"Downtown,Ohio,United States","41.50472,-81.68624",1394679600,1394690399,262.68,993.02,78,600
303626,Downtown,"Downtown,Ohio,United States","41.50472,-81.68624",1394690400,1394701199,260.86,994.42,75,800
303627,Downtown,"Downtown,Ohio,United States","41.50472,-81.68624",1394701200,1394711999,260.13,995.99,71,800
303628,Downtown,"Downtown,Ohio,United States","41.50472,-81.68624",1394712000,1394722799,259.1,998.7,78,800
303629,Downtown,"Downtown,Alaska,United States","61.21707,-149.88528",1394679600,1394690399,273.44,996.99,78,804
303630,Downtown,"Downtown,Alaska,United States","61.21707,-149.88528",1394690400,1394701199,274.85,993.69,77,600
303631,Downtown,"Downtown,Alaska,United States","61.21707,-149.88528",1394701200,1394711999,276.97,989.26,72,803
303632,Downtown,"Downtown,Alaska,United States","61.21707,-149.88528",1394712000,1394722799,277.48,985.81,69,803
303633,North Star,"North Star,Alaska,United States","39.761219,-75.719101",1394679600,1394690399,269.72,998.21,83,500
303634,North Star,"North Star,Alaska,United States","39.761219,-75.719101",1394690400,1394701199,262.34,1004.55,79,800
303635,North Star,"North Star,Alaska,United States","39.761219,-75.719101",1394701200,1394711999,260.91,1008.47,82,800
303636,North Star,"North Star,Alaska,United States","39.761219,-75.719101",1394712000,1394722799,260.42,1013.05,82,801
303637,Midtown,"Midtown,Alaska,United States","35.87952,-84.564102",1394679600,1394690399,272.71,989.13,51,801
303638,Midtown,"Midtown,Alaska,United States","35.87952,-84.564102",1394690400,1394701199,269.77,991.66,48,800
303639,Midtown,"Midtown,Alaska,United States","35.87952,-84.564102",1394701200,1394711999,268.43,992.91,54,800
303640,Midtown,"Midtown,Alaska,United States","35.87952,-84.564102",1394712000,1394722799,267.47,995.21,52,800
303641,Tudor Area,"Tudor Area,Alaska,United States","61.18482,-149.84947",1394679600,1394690399,273.26,996.99,78,804
303642,Tudor Area,"Tudor Area,Alaska,United States","61.18482,-149.84947",1394690400,1394701199,274.68,993.69,77,600
303643,Tudor Area,"Tudor Area,Alaska,United States","61.18482,-149.84947",1394701200,1394711999,276.81,989.26,72,803
303644,Tudor Area,"Tudor Area,Alaska,United States","61.18482,-149.84947",1394712000,1394722799,277.32,985.81,69,803
303645,Angell,"Angell,Michigan,United States","43.23222,-86.2299",1394679600,1394690399,262.05,1010.61,63,800
303646,Angell,"Angell,Michigan,United States","43.23222,-86.2299",1394690400,1394701199,258.77,1011.04,58,800
303647,Angell,"Angell,Michigan,United States","43.23222,-86.2299",1394701200,1394711999,256.25,1011.39,57,800
303648,Angell,"Angell,Michigan,United States","43.23222,-86.2299",1394712000,1394722799,255.06,1011.75,62,800
303649,Downtown,"Downtown,Wisconsin,United States","44.81191,-91.49962",1394679600,1394690399,261.58,997.23,70,800
303650,Downtown,"Downtown,Wisconsin,United States","44.81191,-91.49962",1394690400,1394701199,258.7,996.61,59,800
303651,Downtown,"Downtown,Wisconsin,United States","44.81191,-91.49962",1394701200,1394711999,258.27,994.53,60,800
303652,Downtown,"Downtown,Wisconsin,United States","44.81191,-91.49962",1394712000,1394722799,262.33,992.86,71,800
303653,Utah Park,"Utah Park,Colorado,United States","39.68999,-104.83776",1394679600,1394690399,274.83,816.63,59,800
303654,Utah Park,"Utah Park,Colorado,United States","39.68999,-104.83776",1394690400,1394701199,270.04,816.49,65,800
303655,Utah Park,"Utah Park,Colorado,United States","39.68999,-104.83776",1394701200,1394711999,268.36,815.22,64,800
303656,Utah Park,"Utah Park,Colorado,United States","39.68999,-104.83776",1394712000,1394722799,267.16,814.04,59,800
303657,East Ridge - Ptarmigan Park,"East Ridge - Ptarmigan Park,Colorado,United States","39.67199,-104.84124",1394679600,1394690399,274.83,816.63,59,800
303658,East Ridge - Ptarmigan Park,"East Ridge - Ptarmigan Park,Colorado,United States","39.67199,-104.84124",1394690400,1394701199,270.04,816.49,65,800
303659,East Ridge - Ptarmigan Park,"East Ridge - Ptarmigan Park,Colorado,United States","39.67199,-104.84124",1394701200,1394711999,268.36,815.22,64,800
303660,East Ridge - Ptarmigan Park,"East Ridge - Ptarmigan Park,Colorado,United States","39.67199,-104.84124",1394712000,1394722799,267.16,814.04,59,800
303661,Dayton Triangle,"Dayton Triangle,Colorado,United States","39.68601,-104.87061",1394679600,1394690399,274.61,816.63,59,800
303662,Dayton Triangle,"Dayton Triangle,Colorado,United States","39.68601,-104.87061",1394690400,1394701199,269.83,816.49,65,800
303663,Dayton Triangle,"Dayton Triangle,Colorado,United States","39.68601,-104.87061",1394701200,1394711999,268.16,815.22,64,800
303664,Dayton Triangle,"Dayton Triangle,Colorado,United States","39.68601,-104.87061",1394712000,1394722799,266.97,814.04,59,800
303665,Downtown Bakersfield,"Downtown Bakersfield,California,United States","35.37476,-119.01062",1394679600,1394690399,289.87,953.54,50,800
303666,Downtown Bakersfield,"Downtown Bakersfield,California,United States","35.37476,-119.01062",1394690400,1394701199,284.87,953.89,54,800
303667,Downtown Bakersfield,"Downtown Bakersfield,California,United States","35.37476,-119.01062",1394701200,1394711999,282.22,953.27,58,800
303668,Downtown Bakersfield,"Downtown Bakersfield,California,United States","35.37476,-119.01062",1394712000,1394722799,280.61,952.57,59,800
303669,Riviera/Westchester,"Riviera/Westchester,California,United States","35.37816,-119.03104",1394679600,1394690399,289.87,953.54,50,800
303670,Riviera/Westchester,"Riviera/Westchester,California,United States","35.37816,-119.03104",1394690400,1394701199,284.87,953.89,54,800
303671,Riviera/Westchester,"Riviera/Westchester,California,United States","35.37816,-119.03104",1394701200,1394711999,282.22,953.27,58,800
303672,Riviera/Westchester,"Riviera/Westchester,California,United States","35.37816,-119.03104",1394712000,1394722799,280.61,952.57,59,800
303673,Homaker Park,"Homaker Park,California,United States","35.39618,-119.00997",1394679600,1394690399,289.87,953.54,50,800
303674,Homaker Park,"Homaker Park,California,United States","35.39618,-119.00997",1394690400,1394701199,284.87,953.89,54,800
303675,Homaker Park,"Homaker Park,California,United States","35.39618,-119.00997",1394701200,1394711999,282.22,953.27,58,800
303676,Homaker Park,"Homaker Park,California,United States","35.39618,-119.00997",1394712000,1394722799,280.61,952.57,59,800
303677,Downtown Baton Rouge,"Downtown Baton Rouge,Louisiana,United States","30.45642,-91.18735",1394679600,1394690399,284.44,1032.01,58,800
303678,Downtown Baton Rouge,"Downtown Baton Rouge,Louisiana,United States","30.45642,-91.18735",1394690400,1394701199,282.23,1034.06,57,800
303679,Downtown Baton Rouge,"Downtown Baton Rouge,Louisiana,United States","30.45642,-91.18735",1394701200,1394711999,280.13,1035.06,60,800
303680,Downtown Baton Rouge,"Downtown Baton Rouge,Louisiana,United States","30.45642,-91.18735",1394712000,1394722799,277.67,1036.96,61,800
303681,Central Beaverton,"Central Beaverton,Oregon,United States","45.48739,-122.80855",1394679600,1394690399,283.25,1011.42,84,800
303682,Central Beaverton,"Central Beaverton,Oregon,United States","45.48739,-122.80855",1394690400,1394701199,279.01,1010.79,84,801
303683,Central Beaverton,"Central Beaverton,Oregon,United States","45.48739,-122.80855",1394701200,1394711999,277.68,1010.5,86,802
303684,Central Beaverton,"Central Beaverton,Oregon,United States","45.48739,-122.80855",1394712000,1394722799,276.13,1009.64,83,802
303685,Lettered Streets,"Lettered Streets,Washington,United States","48.75824,-122.48302",1394679600,1394690399,281.56,1010.12,89,800
303686,Lettered Streets,"Lettered Streets,Washington,United States","48.75824,-122.48302",1394690400,1394701199,279.46,1009.9,95,804
303687,Lettered Streets,"Lettered Streets,Washington,United States","48.75824,-122.48302",1394701200,1394711999,280.36,1009.36,90,803
303688,Lettered Streets,"Lettered Streets,Washington,United States","48.75824,-122.48302",1394712000,1394722799,279.74,1008.51,92,803
303689,Old Bend,"Old Bend,Oregon,United States","44.05478,-121.31593",1394679600,1394690399,276.99,916.66,60,800
303690,Old Bend,"Old Bend,Oregon,United States","44.05478,-121.31593",1394690400,1394701199,271.59,916.52,74,800
303691,Old Bend,"Old Bend,Oregon,United States","44.05478,-121.31593",1394701200,1394711999,269.35,915.66,72,800
303692,Old Bend,"Old Bend,Oregon,United States","44.05478,-121.31593",1394712000,1394722799,268.1,914.72,70,800
303693,Elmwood,"Elmwood,California,United States","29.956591,-90.189796",1394679600,1394690399,285.66,1033.46,60,800
303694,Elmwood,"Elmwood,California,United States","29.956591,-90.189796",1394690400,1394701199,283.46,1035.6,60,800
303695,Elmwood,"Elmwood,California,United States","29.956591,-90.189796",1394701200,1394711999,281.77,1037,63,800
303696,Elmwood,"Elmwood,California,United States","29.956591,-90.189796",1394712000,1394722799,280.41,1038.91,65,800
303697,Whittier,"Whittier,Colorado,United States","60.77306,-148.683884",1394679600,1394690399,274.15,935.63,98,600
303698,Whittier,"Whittier,Colorado,United States","60.77306,-148.683884",1394690400,1394701199,276.99,932.25,94,601
303699,Whittier,"Whittier,Colorado,United States","60.77306,-148.683884",1394701200,1394711999,277.88,929.6,96,601
303700,Whittier,"Whittier,Colorado,United States","60.77306,-148.683884",1394712000,1394722799,277.7,926.39,98,601
